NomeEmpreendimento;TituloGrupo;NomeGrupo;TituloUnidade;NomeUnidade;Situacao;DimensaoFrente;DimensaoFundos;DimensaoEsquerda;DimensaoDireita;DimensaoOutros;Descricao;Observacoes;AreaTotal;ValorMetroQuadrado;ConfrontacaoFrente;ConfrontacaoFundos;ConfrontacaoEsquerda;ConfrontacaoDireita;NumeroMatricula;DataMatricula;ValorUnidade
Jardim das Acácias II;Quadra;007;Lote;043;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 22;Lote 42;Lote 44;28953;30/03/2022;37764,8
Jardim das Acácias II;Quadra;007;Lote;044;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 21;Lote 43;Lote 45;28954;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;045;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 20;Lote 44;Lote 46;28955;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;046;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA DIMAS NEVES MARTINS;Lote 19;Lote 45;Lote 47;28956;30/03/2022;41635,69
Jardim das Acácias II;Quadra;007;Lote;047;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA DIMAS NEVES MARTINS;Lote 18;Lote 46;Lote 48;28957;30/03/2022;41635,69
Jardim das Acácias II;Quadra;007;Lote;048;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 17;Lote 47;Lote 49;28958;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;049;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 16;Lote 48;Lote 50;28959;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;050;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 15;Lote 49;Lote 51;28960;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;051;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 14;Lote 50;Lote 52;28961;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;052;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 13;Lote 51;Lote 53;28962;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;053;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 12;Lote 52;Lote 54;28963;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;054;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 11;Lote 53;Lote 55;28964;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;055;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 10;Lote 54;Lote 56;28965;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;056;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 09;Lote 55;Lote 57;28966;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;057;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;284,33;RUA DIMAS NEVES MARTINS;Lote 08;Lote 56;Lote 58;28967;30/03/2022;45492,15
Jardim das Acácias II;Quadra;007;Lote;058;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 07;Lote 57;Lote 59;28968;30/03/2022;55295,98
Jardim das Acácias II;Quadra;007;Lote;059;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA DIMAS NEVES MARTINS;Lote 06;Lote 58;Lote 60;28969;30/03/2022;41635,69
Jardim das Acácias II;Quadra;007;Lote;060;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA DIMAS NEVES MARTINS;Lote 05;Lote 59;Lote 01 e Lote 02;28970;30/03/2022;39653,04
Jardim das Acácias II;Quadra;008;Lote;001;Vendida;7,00;10,00;18,82;18,82;0,00;COMERCIAL ;;188,2;307,6;AVENIDA JOÃO COSTA MOURA;Lote 03;Lote 02;MUNICÍPIO DE TUPACIGUARA-MG;28971;30/03/2022;57889,85
Jardim das Acácias II;Quadra;008;Lote;002;Vendida;10,00;10,00;15,82;18,82;0,00;ESQUINA/COM. ;;186,27;376,96;AVENIDA JOÃO COSTA MOURA;Lote 03;RUA VINICIUS NEVES DA SILVA;Lote 01;28972;30/03/2022;70215,45
Jardim das Acácias II;Quadra;008;Lote;003;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 04;Lote 01 e Lote 02;28973;30/03/2022;37764,8
Jardim das Acácias II;Quadra;008;Lote;004;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 05;Lote 03;28974;30/03/2022;37764,8
Jardim das Acácias II;Quadra;008;Lote;005;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;313;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 06;Lote 04;28975;30/03/2022;50080
Jardim das Acácias II;Quadra;008;Lote;006;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;239,56;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 07;Lote 05;28976;30/03/2022;38329
Jardim das Acácias II;Quadra;008;Lote;007;Bloqueada;8,00;8,00;20,00;20,00;0,00; Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;160;131,25;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 08;Lote 06;28977;30/03/2022;21000
Jardim das Acácias II;Quadra;008;Lote;008;Bloqueada;8,00;8,00;20,00;20,00;0,00; Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;160;131,25;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 09;Lote 07;28978;30/03/2022;21000
Jardim das Acácias II;Quadra;008;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;160;131,25;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 10;Lote 08;28979;30/03/2022;21000
Jardim das Acácias II;Quadra;008;Lote;010;Bloqueada;8,00;8,00;20,00;20,00;0,00; Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;Savio // Por solicitação de Cris (TGV), via email, a unidade foi alterada o valor de R$ 52.662,84 para R$ 20.000,00, tendo em vista negociações anteriores.;160;131,25;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 11;Lote 09;28980;30/03/2022;21000
Jardim das Acácias II;Quadra;008;Lote;011;Bloqueada;8,00;8,00;20,00;20,00;0,00; Savio;Savio;160;345,6;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 12;Lote 10;28981;30/03/2022;55295,98
Jardim das Acácias II;Quadra;008;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; Kaiser;Kaiser;160;345,6;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 13;Lote 11;28982;30/03/2022;55295,98
Jardim das Acácias II;Quadra;008;Lote;013;Bloqueada;8,00;8,00;20,00;20,00;0,00; Kaiser;Kaiser;160;345,6;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 14;Lote 12;28983;30/03/2022;55295,98
Jardim das Acácias II;Quadra;008;Lote;014;Bloqueada;8,00;8,00;20,00;20,00;0,00; Kaiser;Kaiser;160;345,6;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 15;Lote 13;28984;30/03/2022;55295,98
Jardim das Acácias II;Quadra;008;Lote;015;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 16;Lote 14;28985;30/03/2022;55295,98
Jardim das Acácias II;Quadra;008;Lote;016;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;239,56;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 17;Lote 15;28986;30/03/2022;38329
Jardim das Acácias II;Quadra;008;Lote;017;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 18;Lote 16;28987;30/03/2022;60327,27
Jardim das Acácias II;Quadra;008;Lote;018;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 19;Lote 17;28988;30/03/2022;37764,8
Jardim das Acácias II;Quadra;008;Lote;019;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 20;Lote 18;28989;30/03/2022;60327,27
Jardim das Acácias II;Quadra;008;Lote;020;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;239,56;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 21;Lote 19;28990;30/03/2022;38329
Jardim das Acácias II;Quadra;008;Lote;021;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;265;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 22;Lote 20;28991;30/03/2022;42400
Jardim das Acácias II;Quadra;008;Lote;022;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;278,25;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 23;Lote 21;28992;30/03/2022;44520
Jardim das Acácias II;Quadra;008;Lote;023;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;239,56;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 24;Lote 22;28993;30/03/2022;38329
Jardim das Acácias II;Quadra;008;Lote;024;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;239,56;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 25;Lote 23;28994;30/03/2022;38329
Jardim das Acácias II;Quadra;008;Lote;025;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;265;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 26;Lote 24;28995;30/03/2022;42400
Jardim das Acácias II;Quadra;008;Lote;026;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 27;Lote 25;28996;30/03/2022;41635,69
Jardim das Acácias II;Quadra;008;Lote;027;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;265;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 28;Lote 26;28997;30/03/2022;42400
Jardim das Acácias II;Quadra;008;Lote;028;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;265;RUA VINIIUS NEVES DA SILVA;MUNICÍPIO DE TUPACIGUARA-MG;Lote 29 e Lote 30;Lote 27;28998;30/03/2022;42400
Jardim das Acácias II;Quadra;008;Lote;029;Vendida;7,00;10,00;18,34;15,34;0,00; ;;183,47;265;RUA MANOEL PEREIRA DA SILVA;Lote 28;Lote 30;RUA VINICIUS NEVES DA SILVA;28999;30/03/2022;48619,55
Jardim das Acácias II;Quadra;008;Lote;030;Vendida;10,00;10,00;18,34;18,34;0,00; ;;181,54;265;RUA MANOEL PEREIRA DA SILVA;Lote 28;MUNICÍPIO DE TUPACIGUARA-MG;Lote 29;29000;30/03/2022;48108,1
Jardim das Acácias II;Quadra;009;Lote;001;Vendida;7,00;10,00;20,82;17,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 69;Lote 02;RUA JOAQUIM DE PAULO MARQUES;29001;30/03/2022;57549,33
Jardim das Acácias II;Quadra;009;Lote;002;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 69;Lote 03;Lote 01;29002;30/03/2022;58087,8
Jardim das Acácias II;Quadra;009;Lote;003;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 04;Lote 02;29003;30/03/2022;58087,8
Jardim das Acácias II;Quadra;009;Lote;004;Vendida;7,00;10,00;17,82;20,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;RUA JOSÉ QUIRINO FILHO;Lote 03;29004;30/03/2022;57549,33
Jardim das Acácias II;Quadra;009;Lote;005;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;278,25;RUA JOSÉ QUIRINO FILHO;Lote 69;Lote 06;Lote 04 e Lote 03;29005;30/03/2022;44520
Jardim das Acácias II;Quadra;009;Lote;006;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;278,25;RUA JOSÉ QUIRINO FILHO;Lote 68;Lote 07;Lote 05;29006;30/03/2022;44520
Jardim das Acácias II;Quadra;009;Lote;007;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 67;Lote 08;Lote 06;29007;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;008;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;322,11;RUA JOSÉ QUIRINO FILHO;Lote 66;Lote 09;Lote 07;29008;30/03/2022;51537,47
Jardim das Acácias II;Quadra;009;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 65;Lote 10;Lote 08;29009;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;010;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 64;Lote 11;Lote 09;29010;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;011;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 63;Lote 12;Lote 10;29011;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 62;Lote 13;Lote 11;29012;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;013;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 61;Lote 14;Lote 12;29013;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;014;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 60;Lote 15;Lote 13;29014;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;015;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 59;Lote 16;Lote 14;29015;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;016;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 58;Lote 17;Lote 15;29016;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;017;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 57;Lote 18;Lote 16;29017;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;018;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 56;Lote 19;Lote 17;29018;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;019;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 55;Lote 20;Lote 18;29019;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;020;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 54;Lote 21;Lote 19;29020;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;021;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 53;Lote 22;Lote 20;29021;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;022;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 52;Lote 23;Lote 21;29022;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;023;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOSÉ QUIRINO FILHO;Lote 51;Lote 24;Lote 22;29023;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;024;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 50;Lote 25;Lote 23;29024;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;025;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 49;Lote 26;Lote 24;29025;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;026;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 48;Lote 27;Lote 25;29026;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;027;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 47;Lote 28;Lote 26;29027;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;028;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 46;Lote 29;Lote 27;29028;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;029;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 45;Lote 30;Lote 28;29029;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;030;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 44;Lote 31;Lote 29;29030;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;031;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 43;Lote 32;Lote 30;29031;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;032;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;345,08;RUA JOSÉ QUIRINO FILHO;Lote 42;Lote 33;Lote 31;29032;30/03/2022;55213,2
Jardim das Acácias II;Quadra;009;Lote;033;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 41;Lote 34;Lote 32;29033;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;034;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 40;Lote 35;Lote 33;29034;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;035;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 39;Lote 36;Lote 34;29035;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;036;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 38;Lote 37;Lote 35;29036;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;037;Vendida;8,73;8,59;16,73;20,00;0,00;ESQUINA ;;206,42;313;RUA JOSÉ QUIRINO FILHO;Lote 38;RUA JOÃO JOSÉ DA COSTA;Lote 36;29037;30/03/2022;64609,46
Jardim das Acácias II;Quadra;009;Lote;038;Vendida;10,33;16,59;20,00;17,86;0,00;ESQUINA ;;292,82;300;RUA JOÃO JOSÉ DA COSTA;Lote 37 e Lote 36;Lote 39;RUA JOÃO JOSÉ DA COSTA;29038;30/03/2022;87846
Jardim das Acácias II;Quadra;009;Lote;039;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 35;Lote 40;Lote 38;29039;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;040;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 34;Lote 41;Lote 39;29040;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;041;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 33;Lote 42;Lote 40;29041;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;042;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 32;Lote 43;Lote 41;29042;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;043;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 31;Lote 44;Lote 42;29043;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;044;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;322,11;RUA JOAQUIM DE PAULO MARQUES;Lote 30;Lote 45;Lote 43;29044;30/03/2022;51537,47
Jardim das Acácias II;Quadra;009;Lote;045;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 29;Lote 46;Lote 44;29045;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;046;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 28;Lote 47;Lote 45;29046;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;047;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 27;Lote 48;Lote 46;29047;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;048;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 26;Lote 49;Lote 47;29048;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;049;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 25;Lote 50;Lote 48;29049;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;050;Bloqueada;8,00;8,00;20,00;20,00;0,00; BLOQUEIO CASA;BLOQUEIO CASA;160;377,05;RUA JOAQUIM DE PAULO MARQUES;Lote 24;Lote 51;Lote 49;29050;30/03/2022;60327,27
Jardim das Acácias II;Quadra;009;Lote;051;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 23;Lote 52;Lote 50;29051;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;052;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 22;Lote 53;Lote 51;29052;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;053;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 21;Lote 54;Lote 52;29053;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;054;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 20;Lote 55;Lote 53;29054;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;055;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 19;Lote 56;Lote 54;29055;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;056;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 18;Lote 57;Lote 55;29056;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;057;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 17;Lote 58;Lote 56;29057;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;058;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 16;Lote 59;Lote 57;29058;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;059;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 15;Lote 60;Lote 58;29059;30/03/2022;62082,95
